id,换卡_count,POS消费_mean,卡充值_mean,POS消费_sum,POS消费_count,圈存转账_sum,POS消费_max,圈存转账_mean,POS消费_min,卡充值_sum,圈存转账_count,卡补办_sum,卡充值_count,支付领取_min,POS消费_median,卡片销户_min,卡补办_count,支付领取_sum,支付领取_count,圈存转账_min,卡充值_min,更新卡信息_max,卡挂失_count,卡补办_median,换卡_mean,换卡_sum,卡补办_max,换卡_min
25088,0.0,3.18733333333,400.0,47.81,15.0,0.0,7.9,0.0,0.01,400.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25089,1.0,3.76818247647,266.666666667,5203.86,1381.0,0.0,78.5,0.0,0.01,800.0,0.0,18.18,3.0,30.0,1.8,3.18,1.0,4080.0,28.0,0.0,100.0,0.0,3.0,18.18,0.0,0.0,18.18,0.0
25092,0.0,11.6470588235,300.0,198.0,17.0,0.0,79.3,0.0,1.0,300.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25093,1.0,5.07689655172,200.0,3975.21,783.0,0.0,36.3,0.0,-3.54,3800.0,0.0,0.0,19.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25094,0.0,8.21538461538,200.0,106.8,13.0,0.0,28.0,0.0,1.0,200.0,0.0,0.0,1.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25095,1.0,3.23243937233,231.578947368,4531.88,1402.0,0.0,33.7,0.0,-3.54,4400.0,0.0,17.26,19.0,0.0,3.3,2.26,1.0,0.0,0.0,0.0,100.0,0.0,1.0,17.26,0.0,0.0,17.26,0.0
25096,0.0,4.45764705882,300.0,75.78,17.0,0.0,9.6,0.0,0.01,300.0,0.0,0.0,1.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25097,1.0,3.73987630208,580.0,5744.45,1536.0,0.0,50.5,0.0,-7.22,2900.0,0.0,0.0,5.0,5.0,3.0,0.0,0.0,2905.0,7.0,0.0,200.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
25098,1.0,3.24557921635,80.5520833333,3810.31,1174.0,0.0,30.0,0.0,-1.2,3866.5,0.0,0.0,48.0,0.0,2.5,71.5,0.0,0.0,0.0,0.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
25099,0.0,3.65678741659,300.0,3835.97,1049.0,3805.0,40.9,181.19047619,-6.0,300.0,21.0,228.56,1.0,0.0,3.6,213.56,1.0,0.0,0.0,5.0,300.0,0.0,1.0,228.56,0.0,0.0,228.56,0.0
25102,0.0,12.25,500.0,98.0,8.0,0.0,57.1,0.0,1.0,500.0,0.0,0.0,1.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25103,0.0,5.00856662934,250.0,4472.65,893.0,0.0,35.0,0.0,-6.0,1000.0,0.0,147.13,4.0,5.0,4.0,8.0,3.0,2649.95,17.0,0.0,100.0,0.0,3.0,32.2,0.0,0.0,91.93,0.0
25104,0.0,3.69230769231,200.0,48.0,13.0,0.0,8.6,0.0,0.1,200.0,0.0,0.0,1.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25105,1.0,2.7447231063,483.333333333,4311.96,1571.0,0.0,78.6,0.0,0.01,1450.0,0.0,0.0,3.0,5.0,2.3,0.0,0.0,3105.0,9.0,0.0,450.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
25114,0.0,8.40394736842,266.666666667,319.35,38.0,0.0,100.0,0.0,0.01,800.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25115,1.0,2.90264663805,137.6725,4057.9,1398.0,0.0,30.0,0.0,-3.36,550.69,0.0,33.19,4.0,5.0,2.8,18.19,1.0,2905.0,30.0,0.0,64.15,0.0,3.0,33.19,0.0,0.0,33.19,0.0
25116,0.0,5.07361597758,0.0,7240.05,1427.0,8000.0,30.0,173.913043478,-30.0,0.0,46.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25117,0.0,4.67118226601,100.0,3793.0,812.0,3600.0,30.0,105.882352941,-30.0,600.0,34.0,0.0,6.0,0.0,3.6,0.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25118,0.0,5.82666666667,200.0,52.44,9.0,0.0,28.0,0.0,0.01,200.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25119,1.0,4.14988360815,250.0,4278.53,1031.0,0.0,30.0,0.0,-3.54,2000.0,0.0,19.57,8.0,5.0,3.0,4.57,1.0,2505.0,12.0,0.0,200.0,85.0,1.0,19.57,0.0,0.0,19.57,0.0
25124,1.0,4.46034102307,103.961282051,4446.96,997.0,0.0,73.4,0.0,-4.5,4054.49,0.0,207.36,39.0,100.0,3.1,4.49,3.0,200.0,2.0,0.0,19.49,0.0,7.0,87.36,0.0,0.0,100.0,0.0
25125,0.0,6.72529411765,600.0,114.33,17.0,0.0,22.0,0.0,0.08,600.0,0.0,0.0,1.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25126,0.0,6.41096774194,1500.0,198.74,31.0,0.0,43.5,0.0,0.01,1500.0,0.0,0.0,1.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25127,1.0,3.41481955763,150.0,2933.33,859.0,0.0,30.0,0.0,-3.99,1950.0,0.0,19.0,13.0,0.0,3.4,4.0,1.0,0.0,0.0,0.0,100.0,0.0,1.0,19.0,0.0,0.0,19.0,0.0
25130,0.0,9.26416666667,500.0,222.34,24.0,0.0,30.0,0.0,0.01,500.0,0.0,0.0,1.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25131,2.0,3.40338113624,166.228571429,6170.33,1813.0,0.0,50.0,0.0,0.01,2327.2,0.0,46.86,14.0,5.0,2.9,5.89,2.0,3475.0,36.0,0.0,27.2,102.16,4.0,23.43,0.0,0.0,25.97,0.0
25132,0.0,4.60055278884,100.0,9237.91,2008.0,11200.0,30.0,101.818181818,-30.0,500.0,110.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,50.0,100.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
25133,0.0,3.84275500477,0.0,4031.05,1049.0,4189.0,70.9,149.607142857,-1.02,0.0,28.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25138,0.0,3.67814814815,200.0,99.31,27.0,0.0,30.0,0.0,0.01,400.0,0.0,0.0,2.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25139,1.0,3.51222391858,142.5,6901.52,1965.0,0.0,53.3,0.0,-3.54,2850.0,0.0,0.0,20.0,5.0,3.0,0.0,0.0,3665.0,42.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25140,0.0,2.78731910946,152.5,3004.73,1078.0,0.0,40.3,0.0,-20.0,3050.0,0.0,0.0,20.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25141,0.0,3.73665613481,241.82875,7095.91,1899.0,5350.0,30.0,191.071428571,-5.0,1934.63,28.0,175.02,8.0,0.0,3.0,3.41,2.0,0.0,0.0,50.0,56.2,0.0,6.0,87.51,0.0,0.0,156.61,0.0
25142,0.0,7.67575757576,300.0,253.3,33.0,0.0,30.0,0.0,-2.4,300.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25143,1.0,5.79094736842,180.769230769,6601.68,1140.0,0.0,108.13,0.0,-23.1,2350.0,0.0,0.0,13.0,5.0,3.9,0.0,0.0,4055.0,25.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
25146,1.0,2.93791452991,318.75,5156.04,1755.0,0.0,28.7,0.0,-3.48,2550.0,0.0,0.0,8.0,150.0,2.0,0.0,0.0,1650.0,8.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25147,0.0,4.3916407355,176.315789474,6209.78,1414.0,0.0,33.3,0.0,-29.0,6700.0,0.0,100.0,38.0,0.0,3.1,0.0,1.0,0.0,0.0,0.0,100.0,0.0,2.0,100.0,0.0,0.0,100.0,0.0
25148,0.0,9.17625,500.0,146.82,16.0,0.0,60.8,0.0,0.02,500.0,0.0,0.0,1.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25149,2.0,3.58448042169,160.0,4760.19,1328.0,0.0,30.0,0.0,-3.54,800.0,0.0,49.32,5.0,5.0,3.45,6.9,2.0,4035.0,18.0,0.0,100.0,0.0,3.0,24.66,0.0,0.0,27.42,0.0
25150,0.0,2.98363636364,175.0,65.64,22.0,0.0,16.2,0.0,0.01,350.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25151,1.0,3.776171875,222.0,5316.85,1408.0,0.0,30.0,0.0,-4.5,3330.0,0.0,0.0,15.0,100.0,3.3,0.0,0.0,1800.0,9.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25160,0.0,8.0115,500.0,160.23,20.0,0.0,84.0,0.0,-11.0,500.0,0.0,0.0,1.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25161,1.0,5.53544813696,150.0,5496.7,993.0,0.0,55.0,0.0,-8.0,2100.0,0.0,0.0,14.0,5.0,3.6,0.0,0.0,3014.0,32.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25162,0.0,3.98066848568,61.0344827586,2917.83,733.0,0.0,30.0,0.0,-2.3,1770.0,0.0,50.0,29.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,1.0,50.0,0.0,0.0,50.0,0.0
25163,1.0,3.58246421268,76.8181818182,3503.65,978.0,0.0,52.6,0.0,-3.48,1690.0,0.0,15.0,22.0,5.0,3.325,0.0,1.0,1808.0,21.0,0.0,50.0,0.0,1.0,15.0,0.0,0.0,15.0,0.0
25164,0.0,3.92090909091,400.0,86.26,22.0,0.0,29.1,0.0,0.02,400.0,0.0,0.0,1.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25165,1.0,2.89631386861,272.222222222,4761.54,1644.0,0.0,30.0,0.0,-3.54,4900.0,0.0,0.0,18.0,5.0,2.25,0.0,0.0,1145.0,11.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25166,0.0,5.76414583333,150.0,2766.79,480.0,2940.0,30.0,86.4705882353,0.01,600.0,34.0,0.0,4.0,30.0,4.6,0.0,0.0,280.0,4.0,30.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25167,1.0,3.15147587512,63.9130434783,3331.11,1057.0,0.0,24.0,0.0,-6.13,2940.0,0.0,0.0,46.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25172,0.0,8.790625,500.0,140.65,16.0,0.0,71.5,0.0,0.15,500.0,0.0,0.0,1.0,0.0,3.25,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25173,1.0,3.61391598916,180.0,2667.07,738.0,0.0,32.7,0.0,-4.3,2700.0,0.0,0.0,15.0,300.0,2.4,0.0,0.0,300.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25174,0.0,3.558125,300.0,56.93,16.0,0.0,23.0,0.0,0.01,300.0,0.0,0.0,1.0,0.0,2.45,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25175,1.0,3.33147651007,173.529411765,2978.34,894.0,0.0,30.0,0.0,-9.5,2950.0,0.0,15.99,17.0,0.0,2.7,0.99,1.0,0.0,0.0,0.0,50.0,0.0,1.0,15.99,0.0,0.0,15.99,0.0
25176,0.0,1.9825,1000.0,103.09,52.0,0.0,28.0,0.0,0.01,1000.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25177,1.0,3.06470007593,450.0,4036.21,1317.0,0.0,30.0,0.0,-3.42,2700.0,0.0,0.0,6.0,100.0,2.0,0.0,0.0,1300.0,5.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25178,1.0,2.18947368421,212.092631579,4243.2,1938.0,0.0,30.0,0.0,-3.54,4029.76,0.0,0.0,19.0,0.0,1.4,7.06,0.0,0.0,0.0,0.0,22.06,0.0,2.0,0.0,0.0,0.0,0.0,0.0
25179,0.0,3.37618589744,106.315789474,2106.74,624.0,0.0,26.1,0.0,0.01,2020.0,0.0,120.0,19.0,0.0,2.03,0.0,3.0,0.0,0.0,0.0,20.0,0.0,3.0,50.0,0.0,0.0,50.0,0.0
25180,0.0,2.25,200.0,49.5,22.0,0.0,13.5,0.0,0.01,200.0,0.0,0.0,1.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25181,1.0,2.76185897436,261.111111111,3446.8,1248.0,0.0,37.9,0.0,-3.54,2350.0,0.0,0.0,9.0,100.0,2.4,0.0,0.0,1200.0,11.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25184,1.0,5.71558704453,300.0,7058.75,1235.0,0.0,82.7,0.0,-12.77,4500.0,0.0,24.57,15.0,50.0,3.83,9.57,1.0,2690.0,18.0,0.0,100.0,0.0,1.0,24.57,0.0,0.0,24.57,0.0
25185,1.0,3.94386042403,210.0,4464.45,1132.0,0.0,30.0,0.0,-18.0,4200.0,0.0,0.0,20.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25186,0.0,13.95,200.0,279.0,20.0,0.0,30.0,0.0,0.3,400.0,0.0,0.0,2.0,0.0,7.1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25187,1.0,4.55671968191,102.153125,6876.09,1509.0,0.0,31.0,0.0,0.01,6537.8,0.0,46.42,64.0,0.0,3.6,2.8,2.0,0.0,0.0,0.0,17.8,0.0,5.0,23.21,0.0,0.0,28.33,0.0
25188,0.0,7.45555555556,300.0,67.1,9.0,0.0,22.3,0.0,-2.44,300.0,0.0,0.0,1.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25189,1.0,2.93486155827,320.0,4557.84,1553.0,0.0,47.9,0.0,0.01,4800.0,0.0,0.0,15.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25196,0.0,3.27909090909,300.0,72.14,22.0,0.0,8.5,0.0,0.0,300.0,0.0,0.0,1.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25197,1.0,3.93834341906,124.473684211,5206.49,1322.0,0.0,40.4,0.0,-2.0,4730.0,0.0,74.44,38.0,100.0,3.4,59.44,1.0,450.0,4.0,0.0,50.0,0.0,1.0,74.44,0.0,0.0,74.44,0.0
25198,0.0,10.46375,300.0,167.42,16.0,0.0,77.6,0.0,0.01,300.0,0.0,0.0,1.0,0.0,6.05,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25199,2.0,4.63659459459,257.614285714,5146.62,1110.0,0.0,34.6,0.0,-4.6,5409.9,0.0,18.8,21.0,0.0,4.0,3.88,1.0,0.0,0.0,0.0,50.0,0.0,4.0,18.8,0.0,0.0,18.8,0.0
25200,0.0,3.6816,500.0,92.04,25.0,0.0,30.0,0.0,0.0,500.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25201,1.0,2.56541748849,205.882352941,3902.0,1521.0,0.0,39.8,0.0,-9.0,3500.0,0.0,0.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25206,0.0,6.15222222222,200.0,55.37,9.0,0.0,25.6,0.0,0.07,200.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25207,0.0,3.09333333333,600.0,37.12,12.0,0.0,10.2,0.0,-1.2,600.0,0.0,0.0,1.0,0.0,1.73,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25210,0.0,3.21705882353,500.0,54.69,17.0,0.0,13.5,0.0,0.01,500.0,0.0,0.0,1.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25211,1.0,2.69335833814,290.625,4667.59,1733.0,0.0,30.0,0.0,-3.54,4650.0,0.0,0.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25212,0.0,3.288,200.0,49.32,15.0,0.0,10.6,0.0,0.01,200.0,0.0,0.0,1.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25213,0.0,2.93377810362,200.0,6002.51,2046.0,0.0,50.0,0.0,-3.24,1400.0,0.0,25.05,7.0,4.0,2.0,10.05,1.0,4555.22,55.0,0.0,200.0,0.0,1.0,25.05,0.0,0.0,25.05,0.0
25214,0.0,4.65466666667,200.0,69.82,15.0,0.0,25.0,0.0,-3.54,200.0,0.0,0.0,1.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25215,1.0,3.57640726329,233.333333333,5514.82,1542.0,350.0,122.8,116.666666667,-3.54,700.0,3.0,0.0,3.0,4.0,3.0,0.0,0.0,4411.0,43.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25216,0.0,2.82054054054,500.0,104.36,37.0,0.0,12.6,0.0,0.01,500.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25217,0.0,4.81945100764,166.666666667,6935.19,1439.0,0.0,35.8,0.0,-7.88,6500.0,0.0,188.37,39.0,0.0,3.5,15.33,2.0,0.0,0.0,0.0,100.0,0.0,2.0,94.185,0.0,0.0,158.04,0.0
25218,1.0,3.85828545781,129.696969697,4298.13,1114.0,0.0,59.4,0.0,-6.4,4280.0,0.0,33.81,33.0,0.0,2.8,1.31,2.0,0.0,0.0,0.0,10.0,0.0,2.0,16.905,0.0,0.0,17.5,0.0
25219,1.0,3.47127082048,127.615882353,5626.93,1621.0,0.0,34.4,0.0,-5.66,4338.94,0.0,178.91,34.0,50.0,3.3,37.98,3.0,1400.0,16.0,0.0,50.0,0.0,3.0,52.98,0.0,0.0,72.95,0.0
25220,0.0,4.66958333333,800.0,112.07,24.0,0.0,28.0,0.0,0.0,800.0,0.0,0.0,1.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25221,1.0,3.26871121718,130.434782609,4108.77,1257.0,0.0,42.0,0.0,-42.0,3000.0,0.0,91.1,23.0,100.0,2.6,76.1,1.0,1000.0,6.0,0.0,80.0,0.0,1.0,91.1,0.0,0.0,91.1,0.0
25222,0.0,4.13076923077,650.0,53.7,13.0,0.0,9.0,0.0,0.1,1300.0,0.0,0.0,2.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,300.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
25223,1.0,3.69088275862,154.175,5351.78,1450.0,0.0,43.5,0.0,-3.54,616.7,0.0,126.74,4.0,5.0,3.5,6.89,3.0,3205.0,19.0,0.0,83.3,0.0,5.0,22.79,0.0,0.0,82.06,0.0
25224,0.0,3.7516185567,181.818181818,3639.07,970.0,0.0,30.0,0.0,-15.0,4000.0,0.0,105.1,22.0,0.0,3.0,90.1,1.0,0.0,0.0,0.0,100.0,0.0,1.0,105.1,0.0,0.0,105.1,0.0
25225,1.0,5.43472245236,212.5,6559.71,1207.0,0.0,79.2,0.0,-3.54,2550.0,0.0,20.83,12.0,5.0,4.8,5.83,1.0,3620.0,26.0,0.0,150.0,0.0,1.0,20.83,0.0,0.0,20.83,0.0
25230,0.0,3.34583143508,137.5,4406.46,1317.0,0.0,20.1,0.0,0.01,1100.0,0.0,0.0,8.0,5.0,2.6,0.0,0.0,3105.0,28.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25231,0.0,20.0166666667,1000.0,120.1,6.0,0.0,91.6,0.0,1.0,1000.0,0.0,0.0,1.0,0.0,4.75,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25234,0.0,2.58857142857,500.0,18.12,7.0,0.0,5.6,0.0,0.02,500.0,0.0,0.0,1.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25235,0.0,3.22405555556,175.0,4642.64,1440.0,0.0,29.8,0.0,-13.9,1750.0,0.0,0.0,10.0,5.0,2.9,0.0,0.0,2805.0,27.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25236,1.0,4.18372208437,131.578947368,5058.12,1209.0,0.0,34.5,0.0,-4.55,5000.0,0.0,0.0,38.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25237,0.0,3.30074074074,400.0,89.12,27.0,0.0,23.5,0.0,0.01,400.0,0.0,0.0,1.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25238,0.0,9.99935483871,250.0,309.98,31.0,0.0,100.0,0.0,-10.0,500.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25239,1.0,2.85013870542,214.285714286,4315.11,1514.0,441.0,30.0,63.0,-3.42,1500.0,7.0,0.0,7.0,0.61,2.4,0.0,0.0,3161.53,13.0,30.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25242,0.0,2.7066345575,162.962962963,4495.72,1661.0,0.0,44.9,0.0,-5.5,4400.0,0.0,0.0,27.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
25243,1.0,3.68003525264,135.263157895,3131.71,851.0,0.0,83.2,0.0,-15.5,2570.0,0.0,136.1,19.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,20.0,0.0,2.0,68.05,0.0,0.0,115.0,0.0
25244,0.0,16.4475,600.0,394.74,24.0,0.0,100.0,0.0,0.02,600.0,0.0,0.0,1.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25245,2.0,4.69918563923,308.571428571,5366.47,1142.0,0.0,100.0,0.0,-3.54,4320.0,0.0,261.92,14.0,50.0,3.6,2.41,2.0,400.0,4.0,0.0,50.0,0.0,2.0,130.96,0.0,0.0,244.51,0.0
25246,1.0,3.73321141185,180.0,5103.3,1367.0,4550.0,33.5,85.8490566038,-0.3,1800.0,53.0,0.0,10.0,0.0,3.2,0.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25247,0.0,3.39886151798,139.130434783,5105.09,1502.0,0.0,29.8,0.0,-1.02,3200.0,0.0,96.74,23.0,5.0,3.0,81.74,1.0,1905.0,10.0,0.0,100.0,0.0,2.0,96.74,0.0,0.0,96.74,0.0
25248,1.0,1.76431048069,59.8148148148,2238.91,1269.0,0.0,27.5,0.0,0.01,1615.0,0.0,150.0,27.0,40.0,0.03,0.0,1.0,280.0,6.0,0.0,25.0,0.0,1.0,150.0,0.0,0.0,150.0,0.0
25249,0.0,14.7,300.0,220.5,15.0,0.0,100.0,0.0,0.4,300.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25250,1.0,3.9204375667,333.333333333,3673.45,937.0,2415.0,74.0,142.058823529,-23.0,2000.0,17.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25251,1.0,4.63405477032,125.555555556,5245.75,1132.0,0.0,54.6,0.0,-3.54,5650.0,0.0,35.48,45.0,0.0,3.5,20.48,1.0,0.0,0.0,0.0,50.0,0.0,2.0,35.48,0.0,0.0,35.48,0.0
25252,0.0,2.78625224148,97.2413793103,4661.4,1673.0,0.0,25.0,0.0,-10.5,2820.0,0.0,0.0,29.0,5.0,2.0,0.0,0.0,1898.0,28.0,0.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
25253,1.0,3.1613989071,73.5,2892.68,915.0,0.0,40.6,0.0,-30.0,2940.0,0.0,0.0,40.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25254,0.0,3.99130434783,250.0,91.8,23.0,0.0,14.3,0.0,0.01,500.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25255,1.0,3.67091692308,157.6,5965.24,1625.0,0.0,52.7,0.0,-3.54,3940.0,0.0,51.69,25.0,10.0,2.8,36.69,1.0,1820.0,17.0,0.0,40.0,0.0,1.0,51.69,0.0,0.0,51.69,0.0
25256,0.0,6.22833333333,500.0,186.85,30.0,0.0,30.0,0.0,1.0,500.0,0.0,0.0,1.0,0.0,2.55,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25257,1.0,4.64267241379,176.875,5385.5,1160.0,0.0,46.6,0.0,-3.54,1415.0,0.0,0.0,8.0,5.0,3.8,100.0,0.0,3885.0,41.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
25260,1.0,3.52723833544,358.461538462,5594.2,1586.0,0.0,30.0,0.0,-8.6,4660.0,0.0,0.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
