id,DayofYeah250_sum,DayofYeah251_sum,DayofYeah63_sum,DayofYeah248_sum,DayofYeah289_median,DayofYeah193_min,DayofYeah295_max,DayofYeah282_max,DayofYeah187_min,DayofYeah9_min,DayofYeah142_median,DayofYeah129_sum
31404,27.3,15.8,13.0,30.8,2.8,0.0,11.5,3.8,0.1,0.6,0.0,31.21
31405,0.0,0.0,42.78,20.36,0.45,0.0,9.0,18.2,0.07,11.8,3.75,33.8
31406,17.1,48.43,14.22,19.08,5.6,-1.02,6.6,6.6,7.6,1.5,4.25,13.5
31407,5.4,5.21,17.7,11.2,1.0,0.2,12.6,5.0,2.7,0.0,1.0,22.5
31408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31409,24.73,18.73,8.81,35.85,3.6,0.1,9.0,23.8,0.9,0.0,1.0,31.4
31412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31413,17.5,18.43,23.8,14.23,2.0,0.2,6.4,1000.0,0.9,2.5,3.0,35.4
31416,2.0,0.0,16.45,13.1,3.55,3.0,6.0,20.0,0.45,1.9,4.25,12.1
31417,31.08,38.78,37.45,29.98,1.4,0.04,3.0,10.0,0.02,0.07,2.5,21.72
31418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31419,60.3,333.1,61.2,33.13,5.75,6.3,320.0,300.0,1.2,0.01,4.5,17.3
31420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31421,75.95,11.62,19.07,24.46,1.0,0.6,10.0,11.5,0.7,3.0,1.8,2.0
31422,9.3,8.9,4.0,21.2,0.0,5.74,15.0,6.0,0.7,1.5,4.9,25.6
31423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31424,11.75,42.2,10.4,39.2,4.5,1.6,1.8,4.2,1.3,0.8,3.2,6.2
31425,217.6,12.82,29.48,5.32,0.6,1.0,16.4,7.5,1.0,1.2,3.05,13.37
31426,0.0,0.0,14.8,8.3,0.0,0.0,0.0,1.0,8.0,0.0,4.4,0.0
31427,24.05,27.33,21.41,4.04,2.415,1.0,7.0,300.0,0.0,0.1,1.95,8.1
31428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31429,17.31,24.2,353.45,106.31,3.0,0.4,20.7,200.0,0.4,0.0,1.0,0.0
31430,20.4,20.73,111.1,123.2,3.8,0.0,10.6,4.8,10.5,3.5,3.2,22.5
31431,30.1,22.5,20.2,2.62,5.4,1.5,9.7,10.2,2.8,0.7,3.0,14.3
31434,142.3,6.7,177.1,36.11,4.6,1.0,14.4,15.0,-0.84,-0.42,0.8,139.4
31435,0.6,1.3,14.12,14.5,2.95,0.2,10.2,4.2,0.6,0.09,2.35,100.02
31442,4.3,3.41,5.11,3.11,1.6,0.7,0.0,1.7,1.0,1.0,1.4,2.0
31443,13.22,20.6,8.7,24.3,0.06,0.0,3.0,7.6,1.0,5.0,3.0,15.5
31446,5.0,0.0,19.55,7.8,12.5,1.0,100.0,6.0,0.83,0.0,4.05,23.7
31447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31451,22.21,14.71,21.94,33.74,3.2,0.4,10.0,150.0,0.4,0.01,4.75,12.4
31452,9.81,156.48,0.01,15.61,0.01,0.1,5.1,4.5,0.4,0.0,3.0,9.22
31453,11.7,18.27,118.91,13.73,1.8,1.0,6.36,9.0,6.2,0.6,1.2,15.9
31454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31456,5.1,94.52,13.6,7.01,1.9,0.2,100.0,5.6,3.3,0.8,2.48,916.52
31457,50.11,8.8,209.5,18.2,3.3,3.6,15.0,3.5,1.5,3.0,4.9,28.5
31458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31459,0.9,1.0,38.7,112.62,5.2,0.6,5.5,300.0,0.7,0.05,3.6,7.6
31462,12.8,1.0,111.3,19.7,8.6,0.0,100.0,100.0,0.0,0.09,4.6,119.7
31463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31465,25.44,20.83,14.12,24.14,5.0,1.5,10.5,100.0,1.0,0.01,4.5,3.4
31466,19.52,7.8,27.39,111.6,2.8,0.0,16.0,9.5,0.0,0.5,9.0,21.43
31467,19.73,30.5,10.6,19.4,4.0,0.7,1.63,8.0,2.0,2.0,1.95,10.9
31470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31471,0.01,110.72,5.97,17.13,5.6,1.0,8.4,6.6,0.0,0.01,3.5,22.9
31472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31473,326.15,18.75,21.53,19.8,2.85,2.2,300.0,5.6,2.0,0.01,2.5,22.06
31474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31475,29.2,19.73,23.0,155.22,3.4,2.9,10.9,6.0,2.7,1.0,3.6,11.5
31476,11.94,3.2,0.0,51.64,4.0,0.0,3.2,6.0,-3.54,0.0,1.05,9.7
31477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31481,13.63,221.23,6.5,27.43,3.6,12.0,10.0,10.6,6.14,1.0,6.0,34.2
31482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31483,26.43,36.53,42.34,27.43,0.6,0.0,5.85,9.33,3.6,1.0,4.2,61.2
31484,21.43,50.86,16.4,23.45,3.5,0.0,9.6,13.0,0.1,1.8,4.5,1.4
31485,12.84,22.2,4.0,21.33,0.0,0.0,4.6,3.6,0.0,3.5,3.15,9.6
31486,23.23,24.13,22.7,18.7,3.8,1.6,8.22,5.2,4.0,4.2,3.0,79.33
31487,19.95,323.66,127.66,25.62,1.5,0.4,8.0,6.6,3.0,0.6,3.65,19.8
31496,0.0,0.02,4.6,7.81,4.6,9.3,3.2,100.0,1.0,0.01,10.45,0.0
31497,22.7,21.6,0.8,31.92,5.4,0.0,5.6,4.0,0.9,0.0,0.6,50.7
31498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31499,0.01,0.01,10.14,33.02,1.25,1.0,10.0,0.0,0.7,0.9,5.0,7.2
31500,37.3,14.7,35.43,43.73,6.0,2.8,200.0,10.4,3.0,0.12,3.35,10.23
31501,13.5,0.0,421.31,51.1,6.0,0.9,12.0,1.2,0.0,1.7,0.0,39.2
31504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31505,26.74,122.23,21.31,29.18,3.85,0.6,10.0,200.0,0.7,0.01,2.45,21.0
31506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31507,34.0,48.43,19.75,37.71,5.715,0.6,10.0,14.0,2.3,0.9,3.2,16.51
31508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31509,30.73,18.93,34.74,27.9,5.2,0.5,10.0,8.8,0.35,0.01,1.5,154.73
31514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31515,39.59,26.14,23.95,22.54,3.0,0.7,6.0,5.0,0.7,0.01,1.55,61.4
31516,16.0,211.73,10.76,11.6,2.15,0.0,3.5,7.0,2.43,0.01,0.0,8.94
31517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31519,16.63,41.86,8.96,71.63,4.95,1.5,3.8,7.6,3.5,1.0,4.05,12.6
31526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31527,38.63,24.79,17.11,16.25,3.0,1.0,15.0,7.8,0.9,0.7,2.0,9.4
31530,21.43,223.3,19.24,23.93,6.4,0.0,15.0,10.0,3.0,-0.2,3.0,34.2
31531,30.93,23.8,37.1,21.03,4.6,0.0,8.6,14.0,1.1,0.5,5.5,38.6
31534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31535,33.8,43.1,253.4,27.83,0.0,13.0,0.9,0.0,0.0,1.0,4.0,31.3
31538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31539,20.76,15.95,11.16,11.47,1.55,1.2,6.2,3.9,0.9,0.01,1.95,7.11
31540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31541,22.42,33.03,34.93,421.61,7.85,1.1,8.8,7.0,0.8,0.08,5.6,12.4
31542,9.7,17.7,11.2,12.0,4.6,0.6,5.6,5.8,0.0,0.6,1.8,117.5
31543,37.5,25.3,27.75,26.26,4.93,0.0,9.6,600.0,0.4,0.01,4.0,15.3
31548,20.9,55.0,15.2,13.2,8.0,1.2,150.0,19.9,1.3,1.1,1.3,264.31
31549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31554,18.0,9.7,17.02,214.7,1.2,2.5,8.8,7.6,1.8,0.15,1.4,9.25
31555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31559,39.13,26.6,16.1,64.73,54.3,2.5,64.5,14.0,4.7,1.5,4.8,0.0
31564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31565,21.43,35.4,7.6,333.51,3.6,0.4,12.0,8.1,5.4,6.6,2.6,5.4
31568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31569,27.73,21.6,0.0,25.83,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
31570,31.1,42.1,6.4,331.0,2.9,0.5,200.0,12.3,5.9,1.0,7.65,0.0
31571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31575,14.46,26.35,14.98,4.43,4.1,0.6,9.4,4.4,1.5,1.0,2.25,28.11
31576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31577,35.59,41.1,0.02,33.63,5.0,0.4,100.0,0.0,1.5,6.0,0.0,0.0
31578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31579,29.5,21.23,15.0,18.33,4.6,0.4,13.0,100.0,1.8,0.01,2.95,3.31
31580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31581,10.01,6.61,16.57,19.5,3.3,0.3,9.5,11.4,7.5,2.8,0.1,20.5
31582,5.1,18.7,15.76,20.93,3.2,0.0,100.0,8.0,1.3,30.0,1.5,3.0
31583,22.93,24.2,21.07,44.43,6.03,0.0,8.0,300.0,2.0,0.06,3.03,23.82
31586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31593,27.11,320.13,8.68,21.71,3.6,0.9,5.6,6.5,3.3,0.01,3.0,520.31
31594,26.4,26.4,19.7,24.2,3.9,0.3,5.6,30.0,0.2,0.01,1.8,13.62
31595,4.0,16.97,35.56,13.52,2.9,0.02,6.5,5.5,1.0,0.01,2.7,9.4
31596,15.7,115.6,11.7,13.9,1.63,0.3,5.6,4.5,1.2,0.7,1.5,66.9
31597,9.3,3.0,34.6,29.2,4.265,1.5,8.0,10.0,1.0,4.6,3.0,20.2
31602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31603,26.95,17.13,13.34,30.03,3.3,1.5,10.0,12.0,1.1,1.4,3.86,4.41
31604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31605,14.21,18.4,17.52,11.61,4.35,0.35,5.6,5.6,0.15,0.01,2.325,20.7
31606,9.02,1.11,1.8,32.3,8.0,0.0,0.0,5.4,1.4,1.6,6.0,18.1
31607,19.87,18.76,26.32,17.2,3.25,0.4,6.6,6.6,0.7,0.2,2.0,15.1
31608,23.73,7.0,25.4,11.83,3.3,0.0,9.1,200.0,0.6,7.6,8.7,16.9
31609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31612,11.63,5.69,20.4,128.42,1.55,0.0,9.0,100.0,1.0,0.01,4.6,7.35
31613,6.6,3.5,6.3,6.74,2.7,0.0,1.5,2.2,0.01,1.2,0.4,5.84
31614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31615,29.95,27.77,9.0,26.82,4.1,4.8,7.6,13.4,5.5,0.01,3.55,16.6
31616,6.9,0.0,11.7,10.6,4.35,0.0,5.0,4.6,1.5,0.6,4.8,10.4
31617,26.74,42.97,35.58,228.88,6.2,0.1,10.6,12.0,0.4,2.5,3.0,26.6
31618,144.69,23.23,18.46,25.6,1.5,0.0,6.6,4.6,0.0,0.01,2.95,3.52
31619,20.3,15.65,21.08,67.2,6.7,1.0,6.4,4.4,0.6,5.4,2.4,12.58
31622,9.56,13.2,7.81,13.5,4.6,0.0,4.6,8.1,0.6,5.5,0.0,19.0
31623,14.7,16.7,17.41,13.4,3.2,1.0,7.2,5.0,1.0,0.45,3.35,15.71
31624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31625,19.23,0.0,35.4,22.64,4.6,1.2,8.0,13.8,0.9,0.01,1.6,16.31
31626,29.73,22.83,31.4,27.9,4.25,0.0,10.0,12.0,0.9,1.6,4.5,18.24
31627,13.5,19.07,34.05,17.2,3.0,0.0,6.4,4.0,0.01,0.01,4.1,16.24
31628,11.31,17.4,11.6,19.82,3.3,1.1,14.5,100.0,0.3,1.5,0.0,11.1
31629,0.0,0.0,19.8,1.0,3.0,0.0,10.0,5.6,2.38,0.1,0.0,28.6
31632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31633,15.22,18.92,16.5,32.8,3.5,0.6,7.7,100.0,3.5,1.6,3.6,15.02
31636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31637,44.9,217.8,22.0,27.8,6.8,0.0,6.3,200.0,3.0,6.0,0.0,0.9
31642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31643,38.2,26.6,326.8,29.0,2.5,4.0,14.6,8.6,0.4,0.01,3.7,15.2
31644,2.9,10.0,16.54,10.3,3.9,0.0,4.6,2.7,0.7,0.0,0.01,0.0
31645,21.53,21.03,12.8,19.1,1.8,0.0,10.6,7.6,1.5,3.9,4.6,13.4
31646,16.5,16.5,42.6,22.41,3.25,0.0,5.4,13.2,2.0,0.8,4.5,334.62
31647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31650,19.1,14.1,0.0,16.43,6.0,0.1,10.5,6.0,0.4,0.2,0.0,0.0
31651,19.92,22.11,25.1,51.11,1.2,3.2,11.5,5.1,1.0,0.01,5.11,10.7
31652,11.5,1.2,15.11,14.25,4.6,0.0,5.7,7.2,0.0,3.6,3.4,20.16
31653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31661,244.9,29.33,228.71,29.87,3.3,3.6,7.6,9.6,2.9,2.9,3.1,10.9
31662,30.53,17.9,16.18,19.07,3.6,1.2,5.6,4.6,3.4,0.01,2.7,4.13
31663,417.4,16.63,23.4,27.23,2.5,1.0,8.0,9.5,1.3,1.3,4.0,16.3
31664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31665,15.43,29.56,26.4,11.26,4.8,2.8,5.6,5.6,2.8,0.1,3.6,20.65
31666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31667,128.38,16.69,14.55,64.0,4.45,0.8,100.0,6.0,0.6,0.07,4.35,20.7
31668,10.5,10.0,13.2,4.93,3.8,0.2,100.0,5.4,0.9,0.8,2.0,0.0
31669,7.8,22.7,8.92,13.03,1.65,0.0,9.2,30.0,0.01,0.01,2.8,27.02
31672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31675,24.3,26.23,15.81,464.13,6.1,0.8,8.2,6.6,0.7,0.8,4.3,18.11
31676,10.3,210.9,16.51,13.8,1.2,0.0,6.3,23.5,0.6,0.01,4.3,126.6
31677,16.34,183.13,17.64,13.53,3.5,0.8,5.1,30.0,0.5,2.1,3.8,14.72
31682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31683,21.8,16.7,143.11,15.6,2.9,5.0,8.6,200.0,2.0,5.0,2.6,10.6
31686,46.4,19.33,4.8,14.2,4.2,0.1,100.0,30.4,0.8,1.5,1.4,16.3
31687,25.1,9.88,32.42,24.23,1.555,0.9,9.6,300.0,1.0,2.9,4.3,31.01
31688,0.0,1.0,4.61,20.0,4.0,0.0,1.0,7.0,2.5,5.6,14.1,0.0
31689,1.1,6.7,28.04,1.0,0.0,0.5,5.0,100.0,0.05,0.05,6.8,14.45
31690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31691,0.01,16.92,17.7,334.2,6.8,0.2,14.0,19.5,1.2,0.01,2.21,30.1
31692,0.01,19.01,16.21,15.31,3.9,0.01,5.0,5.2,5.0,0.01,2.8,20.28
31693,0.0,0.0,10.01,11.13,0.8,0.2,3.1,1.0,0.0,0.0,0.7,24.8
31694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31695,21.4,26.83,27.91,16.6,2.05,1.1,6.0,7.0,2.1,5.3,2.1,30.73
31696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31697,73.3,36.83,16.7,27.2,4.4,0.9,7.5,4.6,3.0,1.0,0.8,12.3
31700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31701,16.17,23.57,25.6,19.3,1.5,2.9,30.0,8.6,0.4,1.0,2.8,36.5
31702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31703,14.83,22.73,24.91,19.91,2.0,3.6,10.0,4.6,3.0,0.0,3.0,0.0
31704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31705,233.85,21.9,56.31,0.97,4.8,0.0,10.9,0.8,3.0,1.2,3.05,8.0
31706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31707,24.79,12.43,39.94,52.2,3.6,10.8,10.0,10.9,0.8,1.1,3.0,44.06
31708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31709,22.1,23.93,212.5,26.03,3.8,0.7,10.0,100.0,0.3,0.05,1.5,5.65
31710,22.3,226.9,22.3,8.3,2.95,0.0,13.3,10.0,0.0,0.15,2.8,27.4
31711,15.13,15.14,19.64,20.25,3.0,0.01,30.0,7.2,0.8,0.1,2.655,20.61
31712,21.65,15.54,118.54,28.75,1.2,0.9,4.6,8.7,2.4,0.01,0.01,133.31
31713,0.0,48.46,8.9,22.4,3.0,0.1,100.0,11.0,0.1,1.6,4.5,58.7
31718,49.53,25.8,2.6,20.22,19.3,0.6,0.6,22.7,4.0,0.2,7.3,16.4
31719,8.76,3.26,10.72,0.16,3.5,1.0,100.0,200.0,0.1,0.01,0.905,6.51
31720,23.94,142.96,23.61,15.17,1.8,0.0,12.0,6.11,3.0,0.01,3.6,28.9
31721,22.94,23.02,210.8,18.73,3.6,0.0,6.8,2.33,0.6,1.0,3.2,68.2
31726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31727,20.88,16.63,10.44,22.88,3.75,0.7,10.0,6.1,0.7,0.8,2.0,226.9
31730,20.9,0.0,16.56,0.6,0.1,0.0,2.0,5.4,2.0,0.02,0.61,201.62
31731,23.0,7.8,26.3,12.3,5.6,0.01,10.9,7.1,0.6,0.6,3.0,0.0
31732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31733,25.41,36.83,23.76,35.16,0.585,0.0,500.0,10.0,4.0,0.05,0.065,30.12
31736,105.6,0.0,9.07,19.4,3.0,3.56,7.5,100.0,5.5,3.0,3.2,12.2
31737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31739,15.53,21.9,22.82,25.9,5.565,0.35,16.0,7.6,1.0,0.06,1.0,22.87
31740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31741,0.0,4.32,117.9,15.1,4.715,1.0,100.0,10.0,1.5,1.5,3.55,2.8
31748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31749,17.94,11.64,11.52,20.4,0.55,-1.14,5.0,7.0,0.4,0.02,1.5,25.0
31750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31751,24.6,32.03,22.1,26.23,5.5,0.0,0.0,15.4,0.0,0.01,0.0,0.0
31752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31753,25.9,20.61,25.6,25.13,3.8,18.1,50.0,7.4,1.0,0.1,5.7,24.4
31754,33.53,42.3,35.6,27.23,4.95,3.8,14.7,24.5,0.9,4.0,4.65,23.9
31755,12.6,10.6,14.35,28.8,5.5,0.01,9.1,7.0,0.01,0.01,2.65,160.08
31760,18.26,11.45,24.53,14.54,1.36,0.0,9.6,100.0,2.2,0.01,5.6,19.0
31761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31762,12.9,7.4,14.5,12.5,1.1,0.0,5.3,6.0,1.3,0.01,0.0,25.43
31763,16.63,419.1,12.7,35.52,1.8,0.0,6.1,300.0,0.07,1.3,3.8,33.3
31766,208.67,29.51,7.4,22.45,8.4,0.0,100.0,5.5,4.5,4.5,3.8,5.9
31767,1.0,3.1,25.7,24.7,5.55,2.7,5.71,0.0,1.6,0.5,1.5,26.9
31770,0.3,6.0,28.7,17.7,3.0,0.2,6.9,5.6,0.3,5.0,0.2,0.5
31771,17.5,22.9,0.0,112.2,0.0,0.4,10.3,100.0,1.8,0.0,0.0,0.0
31772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31773,0.0,0.0,21.8,13.83,2.65,1.0,0.0,80.0,0.7,0.1,0.0,43.8
31776,30.3,50.8,0.06,30.0,1.9,0.0,8.5,14.0,1.0,0.01,2.15,1.4
31777,114.67,16.31,13.76,13.57,1.8,0.01,7.7,3.0,0.01,0.3,0.5,120.8
31778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31779,24.66,20.83,18.9,30.36,11.5,0.0,3.5,10.8,6.5,0.0,6.5,9.0
31780,13.6,13.83,111.9,13.84,2.6,0.0,200.0,5.1,2.3,1.2,4.0,13.4
31781,0.0,0.0,11.91,15.1,3.6,0.6,5.6,5.6,1.0,0.01,6.1,16.0
31782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31783,0.0,0.0,42.27,0.0,4.0,0.0,11.5,23.8,0.4,1.9,2.0,36.23
31786,0.0,0.0,15.6,148.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31788,13.7,0.0,18.72,23.3,1.6,0.0,4.5,5.7,0.1,0.01,1.75,0.0
31789,0.0,0.0,27.86,0.0,6.95,0.5,100.0,6.2,0.3,0.08,4.1,16.98
31790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31791,46.7,27.06,29.7,29.56,6.0,0.6,5.3,15.6,0.6,3.3,5.0,8.69
31794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31795,24.83,22.43,34.1,25.5,4.8,0.0,100.0,7.9,5.3,0.4,10.0,10.2
31804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31805,25.46,14.23,20.94,24.83,3.0,0.9,7.0,3.4,1.6,0.01,3.0,12.2
31810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31811,22.33,18.99,11.62,21.0,2.05,1.9,3.0,3.6,1.3,3.0,4.5,12.0
31814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31815,23.63,326.36,26.8,36.33,4.15,1.5,19.0,25.5,1.0,2.2,4.2,22.6
31816,15.8,129.3,313.22,18.71,2.3,3.0,22.0,6.5,0.3,0.01,5.05,3.6
31817,27.23,26.63,32.5,22.53,4.5,0.0,8.9,13.0,0.0,1.2,4.0,15.7
31818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31819,132.7,26.57,115.22,12.79,3.415,1.0,100.0,100.0,1.5,2.0,4.65,11.3
31820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31821,16.9,14.45,15.55,104.8,3.0,1.2,100.0,30.0,-2.46,0.08,10.4,4.0
31822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31823,19.96,13.6,9.68,14.54,0.06,7.5,30.0,4.8,1.3,0.08,0.6,12.09
31824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31825,19.5,25.02,26.68,14.2,1.8,0.6,6.4,4.5,0.7,0.01,3.5,37.4
31826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
